Caught,Category,Subcategory,Aircraft,ICAO Code,Rarity,Observed Aircraft,"Paper
(0 XP)","Bronze
(15,000 XP)","Silver
(50,000 XP)","Gold
(100,000 XP)","Platinum
(350,000 XP)","Cyber
(750,000 XP)",Glow
FALSE,Jet & Rocket,Twin Engine,BOEING MD-83,MD83,6.39,51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BOEING MD-87,MD87,8.65,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BOEING MD-88,MD88,7.40,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BOEING MD-90,MD90,12.96,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BOEING P-8 Poseidon,P8,5.47,428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BOMBARDIER Challenger 300,CL30,5.08,235,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BOMBARDIER Challenger 350,CL35,4.27,415,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BOMBARDIER Challenger 600,CL60,4.49,560,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BOMBARDIER CRJ-100 Regional Jet,CRJ1,7.11,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BOMBARDIER CRJ-1000 Regional Jet,CRJX,5.42,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BOMBARDIER CRJ-200 Regional Jet,CRJ2,4.14,355,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BOMBARDIER CRJ-700 Regional Jet,CRJ7,3.50,292,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BOMBARDIER CRJ-900 Regional Jet,CRJ9,3.09,423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BOMBARDIER Global 5000,GL5T,5.79,153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BOMBARDIER Global 7000,GL7T,5.82,113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BOMBARDIER Global Express,GLEX,4.70,419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BRITISH AEROSPACE BAe-125-1000,H25C,8.50,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,BRITISH AEROSPACE BAe-125-700,H25B,4.76,585,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 500 Citation,C500,8.03,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 501 Citation 1SP,C501,7.07,177,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 501 Citation Mustang,C510,5.53,395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 525 Citation M2,C25M,5.67,357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 525 CitationJet,C525,5.31,507,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 525A Citation CJ2,C25A,5.23,366,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 525B Citation CJ3,C25B,4.56,587,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 525C Citation CJ4,C25C,5.50,344,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 550 Citation 2,C550,5.81,370,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 550B Citation Bravo,C55B,5.92,241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 551 Citation 2SP,C551,8.31,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 560 Citation 5,C560,4.98,571,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 560X Citation Excel,C56X,4.07,800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 650 Citation 3,C650,6.16,196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 680 Citation Sovereign,C680,5.36,302,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 680A Citation Latitude,C68A,3.96,390,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 700 Citation Longitude,C700,5.00,134,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA 750 Citation 10,C750,5.19,231,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA A-37 Dragonfly,A37,13.40,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,CESSNA E530 Scorpion,E530,14.00,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,COMAC C909,AJ27,4.90,186,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,COMAC C919,C919,6.08,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,DASSAULT AlphaJet,AJET,7.94,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,DASSAULT Falcon 10,FA10,8.17,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,DASSAULT Falcon 20,FA20,6.85,74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,DASSAULT Falcon 2000,F2TH,5.58,311,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,DASSAULT Falcon 6X,FA6X,9.57,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,DASSAULT Rafale,RFAL,12.69,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,DE HAVILLAND DH-125,H25A,11.20,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,DOUGLAS DC-9-10,DC91,9.31,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,DOUGLAS DC-9-20,DC92,14.34,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,DOUGLAS DC-9-30,DC93,8.96,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,ECLIPSE 500,EA50,6.67,207,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER E-195-E2,E295,3.87,143,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER E170,E170,4.01,148,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER E175 (long wing),E75L,2.38,615,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER E175 (short wing),E75S,3.83,174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER E190,E190,3.03,476,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER E190-E2,E290,5.98,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER E195,E195,4.07,156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER ERJ-135,E135,5.27,115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER ERJ-145,E145,4.02,306,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER ERJ-145XR,E45X,5.14,77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER KC-390,E390,8.18,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER Legacy 450,E545,5.13,132,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER Legacy 500,E550,5.50,143,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER Legacy 600,E35L,5.37,190,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER Phenom 100,E50P,5.67,357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EMBRAER Phenom 300,E55P,3.85,735,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,EUROFIGHTER 2000,EUFI,7.13,133,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,FAIRCHILD A-10 Thunderbolt 2,A10,11.32,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,FAIRCHILD DORNIER 328JET,J328,7.68,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,FOKKER 100,F100,5.51,69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,FOKKER 70,F70,6.88,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,FOKKER F-28 Fellowship,F28,10.31,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GATES LEARJET 24,LJ24,11.66,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GATES LEARJET 25,LJ25,9.32,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GATES LEARJET 28,LJ28,9.30,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GATES LEARJET 31,LJ31,6.63,138,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GATES LEARJET 35,LJ35,5.47,228,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GATES LEARJET 55,LJ55,7.49,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GLOSTER Meteor,METR,14.00,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GRUMMAN Gulfstream 2,GLF2,10.07,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GULFSTREAM AEROSPACE G100,ASTR,7.15,79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GULFSTREAM AEROSPACE G150,G150,7.12,74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GULFSTREAM AEROSPACE G250,G250,13.47,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GULFSTREAM AEROSPACE G280,G280,6.48,158,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GULFSTREAM AEROSPACE G400,GA4C,10.81,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GULFSTREAM AEROSPACE G500,GA5C,7.44,77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GULFSTREAM AEROSPACE G600,GA6C,7.42,82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GULFSTREAM AEROSPACE G650,GLF6,5.61,201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GULFSTREAM AEROSPACE G700,GA7C,7.22,119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GULFSTREAM AEROSPACE G800,GA8C,10.15,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GULFSTREAM AEROSPACE Gulfstream 3,GLF3,8.59,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GULFSTREAM AEROSPACE Gulfstream 4,GLF4,4.87,385,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,GULFSTREAM AEROSPACE Gulfstream 5,GLF5,5.29,313,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,HISPANO HA-200 Saeta,SATA,13.89,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,HONDA HA-420 HondaJet,HDJT,6.36,197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,IAI 1124 Westwind,WW24,8.04,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,IAI 1126 Galaxy,GALX,6.48,143,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,IRKUT MC-21-300,MC23,11.25,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,KAWASAKI C-2,KC2,8.20,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,LEARJET 40,LJ40,6.79,86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,LEARJET 45,LJ45,5.30,314,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,LEARJET 60,LJ60,5.56,242,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,LEARJET 70,LJ70,8.44,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,LEARJET 75,LJ75,6.41,108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,LEGEND FLYERS Me-262,ME62,13.50,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,MARTIN WB-57,WB57,12.04,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,MIKOYAN MiG-29 Baaz,MG29,15.01,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,MITSUBISHI MU-300 Diamond,MU30,10.25,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,MORANE-SAULNIER MS-760 Paris,MS76,12.55,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,NORTH AMERICAN CT-39 Sabreliner,SBR1,9.16,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,NORTH AMERICAN T-2 Buckeye,T2,13.07,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,NORTHROP F-5,F5,7.74,58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,Northrop T-38 Talon,T38,5.08,496,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,PANAVIA Tornado,TOR,12.14,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,PILATUS PC-24,PC24,5.30,294,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,RAYTHEON 390 Premier 1,PRM1,6.40,186,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,RAYTHEON 400XT Beechjet,BE4W,7.89,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,RAYTHEON Hawker 4000,HA4T,8.46,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,SAAB 105,SB05,12.62,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,SEPECAT Jaguar,JAGR,14.99,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,SUKHOI Superjet 100-95,SU95,4.28,160,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,SWEARINGEN SJ-30,SJ30,12.86,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,TUPOLEV Tu-134,T134,8.39,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Jet & Rocket,Twin Engine,TUPOLEV Tu-204,T204,6.91,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Other,Special,Airship,SHIP,6.98,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Other,Special,Balloon,BALL,6.32,845,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Other,Special,Drone,DRON,6.80,171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Other,Special,Glider,GLID,4.70,"2,707",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Other,Special,Powered Parachute,PARA,10.29,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Other,Special,Santa,SLEI,14.00,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Other,Special,Ultralight Aircraft,ULAC,5.77,666,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Other,Special,Ultralight Autogyro,GYRO,8.35,68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Other,Special,Ultralight Helicopter,UHEL,9.43,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,ACRO SPORT Acro-Sport 1,ACRO,13.52,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,ACRO SPORT Acro-Sport 2,ACR2,10.77,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,AERO GARE Sea Hawker,AGSH,18.47,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,AERO MOD G-164 Super Ag Max,G164,8.90,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,AEROSPORT Scamp,SCAM,14.00,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,AIAA SV-4,SV4,9.90,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,AIRCRAFT SPRUCE Baby Lakes,BLKS,14.08,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,ANTONOV An-2,AN2,8.40,52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,AVIAT Eagle,EAGL,8.78,109,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,B & F TECHNIK FK-12 Comet,FK12,10.52,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,BEECH 17 Staggerwing,BE17,9.88,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,BLACKBURN Swordfish,SWOR,12.46,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,BUCKER BU-131 Jungmann,BU31,9.26,59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,BUCKER BU-133 Jungmeister,BU33,12.40,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,CULP Special,CULP,16.10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,DE HAVILLAND DH-60 Moth,DH60,12.03,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,DE HAVILLAND DH-82 Tiger Moth,DH82,8.97,71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,DE HAVILLAND DH-83 Fox Moth,DH83,11.23,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,DE HAVILLAND DH-87 Hornet Moth,DH87,11.08,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,DE HAVILLAND DH-89 Dragon Rapide,DH89,10.91,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,DE HAVILLAND DH-90 Dragonfly,DH90,12.96,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,EDRA Super Petrel,PETR,8.49,62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,FISHER Celebrity,CLBR,14.04,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,FISHER R-80 Tiger Moth,TMOT,14.50,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,FLEET 7 Fawn,FLE7,13.12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,FMA Fw-44 Stieglitz,FW44,14.29,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,GREAT LAKES 2T-1 Sport,G2T1,9.00,73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,GRUMMAN F3F Replica,F3F,14.00,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,HATZ CB-1 Biplane,CB1,10.98,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,ISAACS Fury,IFUR,11.91,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,JACKAROO Thruxton Jackaroo,JARO,13.46,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,KAMINSKAS RK-1 Jungster 1,JUN1,12.23,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,LAVEN LACO-125,LACO,12.88,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,MARQUART MA-5 Charger,MA5,11.07,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,MEYER Little Toot,TOOT,13.73,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,MURPHY Renegade,RENE,11.65,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,NAVAL AIRCRAFT FACTORY N3N,N3N,11.14,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,PITTS S-1 Special,PTS1,9.06,109,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,PITTS S-1-11 Super Stinker,PTSS,10.97,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,PITTS S-12 Macho Stinker,PTMS,10.62,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,PITTS S-2 Special,PTS2,7.96,217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,POLIKARPOV Po-2,PO2,14.00,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
